id,Park Code,Name,Street,Suburb,Easting,Northing,Latitude,Longitude
1696,D1406,RODE ROAD PARK (ROAD RESERVE),RODE RD,WAVELL HEIGHTS,"505,828.09","6,969,521.86",-27.39762181,153.0589507
1697,D0713,ROGHAN ROAD PARK (NO.2105),ROGHAN RD,BRIDGEMAN DOWNS,"499,462.07","6,976,610.71",-27.3336351,152.994562
1698,D1232,ROGHAN ROAD PARK (NO.2260),SANDGATE RD,BOONDALL,"505,889.37","6,975,345.19",-27.34504789,153.0595424
1699,D1995,ROGHAN ROAD PARK (NO.335),ROGHAN RD,TAIGUM,"503,980.98","6,975,833.78",-27.34064367,153.0402467
1700,D1262,ROGHAN ROAD PARK (NO.354),ROGHAN RD,TAIGUM,"503,835.28","6,975,458.16",-27.34403523,153.0387748
1701,D0044,ROGOONA STREET PARK,THYNNE RD,MORNINGSIDE,"506,989.57","6,961,781.35",-27.46749789,153.0707435
1702,D0123,ROME STREET PARK,ROME ST NORTH,COORPAROO,"505,654.60","6,960,186.62",-27.48190129,153.0572393
1703,D1703,ROME STREET PARK (NOS.20-22),ROME ST NORTH,COORPAROO,"505,663.52","6,960,063.86",-27.48300953,153.0573301
1704,D2153,ROME STREET SOUTH PARK (ROAD RESERVE),ROME ST SOUTH,YERONGA,"500,897.95","6,956,444.09",-27.51570013,153.0090924
1705,D0851,RON WARD PARK,TINGWARD ST,THE GAP,"494,263.22","6,965,703.62",-27.43209351,152.9419549
1706,D1012,ROOSEVELT DRIVE PARK,ROOSEVELT DR,STRETTON,"506,963.59","6,945,747.25",-27.61225213,153.0705729
1707,D1545,RORY STREET PARK,RORY ST,RICHLANDS,"496,597.99","6,948,462.96",-27.5877489,152.9655298
1708,D0762,ROSCREA STREET PARK,ROSCREA ST,TINGALPA,"513,190.71","6,960,291.83",-27.48089918,153.1335231
1709,D0554,ROSEBANK SQUARE,ROSEBANK SQ,SALISBURY,"504,257.17","6,952,033.27",-27.5555142,153.0431224
1710,D1480,ROSECLIFFE STREET PARK,ROSECLIFFE ST,DUTTON PARK,"501,978.99","6,958,874.45",-27.49375788,153.0200347
1711,D1447,ROSEGLEN STREET PARK (NO.30),ROSEGLEN ST,GREENSLOPES,"504,898.42","6,956,338.72",-27.51664288,153.0496004
1712,D0395,ROSEGLEN STREET PARK (NO.34),JORDAN ST,GREENSLOPES,"505,248.73","6,956,430.22",-27.51581549,153.0531472
1713,D1489,ROSEGLEN STREET PARK (NO.54A),ROSEGLEN ST,GREENSLOPES,"504,790.16","6,956,442.70",-27.51570449,153.0485037
1714,D1085,ROSEMOUNT PARK,DRUMMOND ST,SINNAMON PARK,"495,024.35","6,952,850.45",-27.54813437,152.9496032
1715,D1906,ROSENEATH DRIVE PARK,GREENWAYS ESP,PARKINSON,"502,661.92","6,942,902.11",-27.63795278,153.0269837
1716,D0460,ROSS PARK,SANDGATE RD,NUNDAH,"505,804.06","6,968,232.64",-27.40926109,153.0587138
1717,D0460,ROSS PARK,SANDGATE RD,NUNDAH,"505,842.42","6,968,130.64",-27.4101818,153.0591023
1718,D1486,ROSS STREET PARK,ROSS ST,NEWSTEAD,"504,308.94","6,964,678.92",-27.44134975,153.0436017
1719,D0405,ROTARY INTERNATIONAL  PRESIDENTS PARK,KEITH ST,ST LUCIA,"501,063.45","6,959,079.13",-27.49191106,153.0107658
1720,D0263,ROWENA STREET PARK (NO.36),ROWENA ST,KENMORE,"492,757.38","6,956,111.24",-27.51868603,152.9266614
1721,D0382,ROWLINSON PARK,NELSON ST,YERONGA,"501,383.01","6,955,978.51",-27.51990297,153.0140045
1722,D2015,ROXWELL STREET PARK,TAYLOR PL,FOREST LAKE,"494,765.44","6,944,426.70",-27.62418158,152.9469443
1723,D0205,ROY HARVEY PARK,BYTH ST,STAFFORD,"500,615.92","6,968,086.32",-27.41059427,153.0062307
1724,D0859,ROYAL PARADE PARK (NO.155),ROYAL PDE,ASHGROVE,"496,768.10","6,964,175.27",-27.44589972,152.9672953
1725,D0153,ROYAL PARADE PARK (NOS.16-70),ROYAL PDE,ASHGROVE,"497,520.29","6,964,044.99",-27.44597285,152.9750887
1726,D1553,RQYS PORT CENTRE PARK,ROYAL ESP,MANLY,"518,798.66","6,962,453.39",-27.46131875,153.1902559
1727,D1553,RQYS PORT CENTRE PARK,ROYAL ESP,MANLY,"518,965.02","6,962,525.82",-27.46082788,153.1915628
1728,D1553,RQYS PORT CENTRE PARK,ROYAL ESP,MANLY,"519,146.06","6,963,197.03",-27.45460036,153.1937602
1729,D0485,RUBY ROBINSON RESERVE,GRANVILLE ST,WILSTON,"502,124.82","6,964,642.77",-27.44168129,153.0215009
1730,D1476,RYAN STREET PARK (NO.115),RYAN ST,WEST END,"500,654.95","6,959,307.77",-27.48984715,153.0066303
1731,D0344,RYAN STREET PARK (NO.147),RYAN ST,WEST END,"500,783.80","6,959,309.03",-27.48983564,153.0079347
1732,D1167,RYHILL ROAD PARK (NO.126),DITTON RD,SUNNYBANK HILLS,"504,061.83","6,948,994.85",-27.58294523,153.0411539
1733,D1339,SABOT COURT PARK,SABOT CT,MANLY WEST,"516,027.19","6,961,666.59",-27.46845747,153.1622172
1734,D1081,SALACIA STREET PARK,SALACIA ST,MANLY WEST,"516,271.07","6,961,543.37",-27.46956698,153.1646872
1735,D0553,SALISBURY RECREATION RESERVE,EVANS RD,SALISBURY,"503,534.24","6,952,510.61",-27.54941015,153.0363605
1736,D0705,SANANANDA STREET PARK,CENTENARY HWY,DARRA,"494,408.89","6,950,149.30",-27.57251758,152.9433569
1737,D2171,SANCTUARY DRIVE PARK,SANCTUARY DR,FOREST LAKE,"498,359.84","6,943,180.86",-27.63543792,152.9833742
1738,D2088,SANCTUARY PLACE PARK,SANCTUARY PL,FIG TREE POCKET,"496,636.82","6,954,917.95",-27.52947418,152.9659412
1739,D2088,SANCTUARY PLACE PARK,SANCTUARY PL,FIG TREE POCKET,"496,729.66","6,955,079.49",-27.52801596,152.9668818
1740,D3120,SANDAY CAMP PARK,SANDY CAMP RD,LYTTON,"514,684.30","6,965,481.60",-27.43403069,153.1485791
1741,D0276,SANDGATE FORESHORES PARK,FLINDERS PDE,SANDGATE,"506,402.22","6,981,136.36",-27.29276179,153.064697
1742,D0276,SANDGATE FORESHORES PARK,FLINDERS PDE,SANDGATE,"507,554.20","6,978,002.93",-27.31770536,153.0757746
1743,D0276,SANDGATE FORESHORES PARK,FLINDERS PDE,SANDGATE,"508,270.29","6,976,993.77",-27.33015184,153.0836026
1744,D0285,SANDGATE MEMORIAL PARK,SEYMOUR ST,SANDGATE,"506,904.64","6,978,049.27",-27.32063025,153.0697916
1745,D0284,SANDGATE SECOND LAGOON RESERVE,BRIGHTON TCE,SANDGATE,"506,290.14","6,978,224.73",-27.31904914,153.0635794
1746,D0284,SANDGATE SECOND LAGOON RESERVE,BRIGHTON TCE,SANDGATE,"506,334.58","6,978,524.30",-27.31634438,153.064027
1747,D0284,SANDGATE SECOND LAGOON RESERVE,BRIGHTON TCE,SANDGATE,"506,635.08","6,978,310.88",-27.31826969,153.0670655
1748,D0281,SANDGATE THIRD LAGOON RESERVE,BASKERVILLE ST,BRIGHTON,"504,401.50","6,979,284.54",-27.30948834,153.0444856
1749,D0281,SANDGATE THIRD LAGOON RESERVE,BASKERVILLE ST,BRIGHTON,"505,128.52","6,979,188.48",-27.31035297,153.051834
1750,D3053,SANDI STREET PARK,SANDI ST,OXLEY,"496,931.40","6,951,033.99",-27.5644408,152.9689386
1751,D2081,SANDMERE ROAD PARK,SANDMERE RD,PINKENBA,"514,843.08","6,971,051.55",-27.38374336,153.1501177
1752,D0700,SANDRINGHAM STREET PARK,SANDRINGHAM ST,MANSFIELD,"510,819.21","6,953,373.62",-27.54337717,153.1095794
1753,D2085,SANDS PLACE PARK,SANDS PL,CHAPEL HILL,"494,736.41","6,958,731.63",-27.49489785,152.9467342
1754,D0401,SANDY CREEK PARK,LANA ST,TARRAGINDI,"504,108.76","6,955,128.01",-27.52685706,153.0414797
1755,D0692,SAPSFORD STREET PARK,SAPSFORD ST,NORTHGATE,"506,404.51","6,969,989.24",-27.39339963,153.0647787
1756,D1001,SATELLITE STREET PARK,CRUCIS ST,COORPAROO,"506,867.66","6,957,552.85",-27.50567322,153.0695335
1757,D1115,SAUL STREET PARK,SAUL ST,BRIGHTON,"505,713.41","6,979,396.03",-27.30847692,153.0577444
1758,D1191,SAXONVALE PLACE PARK,SAXONVALE PL,THE GAP,"493,227.11","6,965,350.20",-27.43527942,152.9314695
1759,D1575,SCARLET PLACE PARK,SCARLET PL,FOREST LAKE,"497,198.59","6,945,826.80",-27.61154902,152.9716091
1760,D1390,SCENIC ROAD PARK (NO.40),SCENIC RD,KENMORE,"492,768.81","6,955,214.22",-27.52678435,152.9267718
1761,D0262,SCENIC ROAD PARK (NO.67),SCENIC RD,KENMORE,"492,835.05","6,955,587.13",-27.52341812,152.9274448
1762,D0181,SCEPTRE ROW PARK,EMPRESS TCE,BARDON,"498,683.69","6,963,260.54",-27.45416111,152.9866789
1763,D0142,SCHOOL ROAD PARK,WATERWORKS RD,THE GAP,"494,100.00","6,964,423.60",-27.44364878,152.9402972
1764,D0049,SCOTT STREET PARK,SCOTT ST,NORMAN PARK,"505,693.52","6,960,344.56",-27.48011619,153.0576431
1765,D1883,SCRIVEN STREET RESERVE,SCRIVEN ST,MT CROSBY,"480,545.21","6,953,513.06",-27.54202189,152.8029599
1766,D0728,SCURR PARK,CAVENDISH RD,MT GRAVATT EAST,"508,821.54","6,955,259.00",-27.52637063,153.0893329
1767,D1936,SEABROOK CIRCUIT PARK,SEABROOK CRCT,WESTLAKE,"491,581.20","6,952,628.82",-27.55011815,152.9147272
1768,D0737,SEAFERN STREET PARK,FLINTSTONE ST,SUNNYBANK HILLS,"506,062.89","6,946,387.10",-27.60648004,153.0614415
1769,D1105,SECAM STREET PARK,SECAM ST,MANSFIELD,"509,721.99","6,954,694.66",-27.53145927,153.098456
1770,D0999,SECTOR STREET PARK,BUENA VISTA AVE,COORPAROO,"507,298.96","6,957,985.88",-27.50176166,153.0738978
1771,D0702,SEDGEMOOR STREET PARK,WOODWARD ST,STAFFORD HTS,"500,527.02","6,969,398.49",-27.39874795,153.0053308
1772,D0127,SEDGLEY PARK,ALDERSON ST,ALDERLEY,"500,595.80","6,966,029.74",-27.42916119,153.0060282
1773,D0190,SEILS PARK,TOOMBA AVE,ASHGROVE,"499,663.29","6,965,118.71",-27.4373861,152.996593
1774,D1354,SELKIRK CRESCENT PARK,SELKIRK CRES,UPR KEDRON,"491,951.56","6,968,215.02",-27.4094087,152.918582
1775,D1949,SENDEN CRESCENT PARK,SENDEN CRES,MANLY WEST,"514,816.49","6,961,171.82",-27.47293791,153.1499693
1776,D2187,SERENITY COURT PARK,SERENITY CT,MITCHELTON,"496,685.12","6,966,687.89",-27.42321551,152.9664625
1777,D2994,SETTLER STREET PARK,SETTLER ST,EIGHT MILE PLNS,"510,219.03","6,948,198.14",-27.59010526,153.1035445
1778,D1044,SETTLERS PARK,GLEN ROSS RD,SINNAMON PARK,"494,269.34","6,952,344.68",-27.55269738,152.9419536
1779,D1021,SETTLERS STREET PARK,SCRUB RD,CARINDALE,"511,773.49","6,958,221.62",-27.49960194,153.1191974
1780,D1254,SETTLERS VILLAGE PARK,FLINDERS CRES,FOREST LAKE,"496,926.12","6,945,381.05",-27.61603002,152.9691555
1781,D1157,SEVEN HILLS BUSHLAND RESERVE,DALRELLO ST,CARINA,"508,304.19","6,960,523.24",-27.47884867,153.0840577
1782,D0061,SEVILLE PARK,SEVILLE RD,HOLLAND PARK,"507,053.21","6,955,764.72",-27.52181541,153.0714226
1783,D0623,SEXTON STREET PARK,SEXTON ST,TARRAGINDI,"504,818.14","6,956,156.66",-27.51828674,153.0487881
1784,D0398,SHAFTESBURY STREET PARK,SHAFTESBURY ST,TARRAGINDI,"504,091.03","6,956,098.06",-27.5188182,153.0414257
1785,D0398,SHAFTESBURY STREET PARK,SHAFTESBURY ST,TARRAGINDI,"504,136.56","6,956,271.34",-27.51725369,153.0418861
1786,D1651,SHAND STREET PARK (NO.100),SHAND ST,STAFFORD,"500,345.16","6,967,616.88",-27.41483248,153.0034918
1787,D0613,SHAND STREET PARK (NO.131),PICNIC ST,ENOGGERA,"499,776.85","6,967,855.12",-27.4126817,152.9977426
1788,D0613,SHAND STREET PARK (NO.131),PICNIC ST,ENOGGERA,"499,968.20","6,967,517.28",-27.41573178,152.9996783
1789,D0245,SHAW ESTATE PARK,SHAW RD,WAVELL HEIGHTS,"503,891.55","6,969,067.67",-27.40172917,153.0393641
1790,D0245,SHAW ESTATE PARK,SHAW RD,WAVELL HEIGHTS,"504,321.99","6,968,764.35",-27.40446625,153.0437193
1791,D0246,SHAW PARK,SHAW RD,WAVELL HEIGHTS,"504,805.01","6,968,739.81",-27.40468623,153.0486054
1792,D0944,SHEEHY STREET PARK,SHAND ST,STAFFORD,"500,665.68","6,967,865.69",-27.41258614,153.0067342
1793,D1453,SHEFFIELD PLACE PARK,ABERDEEN CRES,KURABY,"508,919.58","6,946,078.04",-27.60925438,153.0903936
1794,D1960,SHELDRAKE PLACE PARK,WEEKES RD,MOGGILL,"488,757.82","6,950,309.77",-27.57103378,152.8861081
1795,D1960,SHELDRAKE PLACE PARK,WEEKES RD,MOGGILL,"488,948.54","6,950,484.84",-27.56945477,152.8880418
1796,D0595,SHE-OAK PARK,PEACHDALE ST,TINGALPA,"512,661.23","6,959,804.10",-27.48530744,153.1281686
1797,D0731,SHEOAK STREET PARK,SHEOAK ST,MIDDLE PARK,"492,561.95","6,951,893.20",-27.556765,152.9246566
1798,D0287,SHEPHERD PLACE PARK,SIGNAL ROW,SHORNCLIFFE,"508,019.15","6,977,818.31",-27.32270926,153.0810584
1799,D1987,SHEPHERD STREET PARK (NO.2),SHEPHERD ST,BRIGHTON,"506,062.45","6,980,625.56",-27.29737501,153.061266
1800,D1369,SHERINGA STREET PARK,SHERINGA ST,CAROLE PARK,"494,031.25","6,945,990.90",-27.61005727,152.9395106
1801,D1219,SHERMAN STREET PARK,SHERMAN ST,THE GAP,"492,989.76","6,964,615.01",-27.44191546,152.9290637
1802,D0305,SHERWOOD FOREST PARK,DEWAR TCE,SHERWOOD,"497,390.39","6,954,715.96",-27.53129939,152.9735722
1803,D1734,SHERWOOD ROAD PARK (NO.505A),SHERWOOD RD,SHERWOOD,"499,238.54","6,954,770.14",-27.53081255,152.9922886
1804,D1454,SHILLINGTON PLACE PARK,MT GRAVATT-CAPALABA RD,WISHART,"510,618.15","6,952,843.29",-27.54816653,153.1075478
1805,D1193,SHINGAI PARK,NORTON ST,UPR MT GRAVATT,"508,407.86","6,951,838.29",-27.55735415,153.0851837
1806,D0845,SHIRLEY SESTER PARK,SILKYOAK ST,RUNCORN,"507,681.56","6,946,675.23",-27.6038706,153.0778434
1807,D1565,SHORT STREET PARK,BEAUDESERT RD,ROCKLEA,"501,906.38","6,951,889.06",-27.55682146,153.0193107
1808,D0759,SHOWGROUND PARK,HAYDEN ST,NUDGEE,"508,411.78","6,973,140.86",-27.36493566,153.0850595
1809,D0126,SID LODER PARK,TEL-EL-KEBIR ST,MITCHELTON,"497,803.59","6,967,392.22",-27.41685904,152.9777797
1810,D2614,SILKY OAK AVENUE PARK,SILKY OAK AVE,MOGGILL,"487,147.52","6,950,363.19",-27.57053716,152.8697951
1811,D1334,SILKYOAK CIRCUIT PARK,SILKYOAK CRCT,FITZGIBBON,"503,069.05","6,975,243.17",-27.34597811,153.0310288
1812,D1332,SILVERDELL CRESCENT PARK,SILVERDELL CRES,PARKINSON,"503,310.22","6,943,391.36",-27.63353454,153.0335541
1813,D0146,SILVERTOP STREET PARK,COACHWOOD ST,KEPERRA,"495,532.50","6,967,992.55",-27.41143365,152.9548059
1814,D0852,SIMPSONS ROAD PARK,SIMPSONS RD,BARDON,"497,988.88","6,962,491.49",-27.46110328,152.979646
1815,D1791,SINGLE STREET PARK (ROAD RESERVE),SINGLE ST,EVERTON PARK,"497,945.84","6,970,189.23",-27.39160759,152.9792234
1816,D1831,SINNAMON ROAD PARK (NO.139A),SINNAMON RD,SINNAMON PARK,"495,145.77","6,954,523.89",-27.53302716,152.9508398
1817,D0420,SIR JOHN CHANDLER PARK,MEIERS RD,INDOOROOPILLY,"499,335.72","6,956,361.08",-27.51644975,152.993274
1818,D0420,SIR JOHN CHANDLER PARK,MEIERS RD,INDOOROOPILLY,"500,832.96","6,956,155.48",-27.51830574,153.0084345
1819,D1444,SIR MANUEL HORNIBROOK PARK,VERNON TCE,NEWSTEAD,"504,934.68","6,963,194.02",-27.45478483,153.0502026
1820,D1002,SIRIUS STREET PARK,ORION ST,COORPAROO,"506,947.32","6,957,348.83",-27.50751473,153.0703413
1821,D1797,SKYE PLACE PARK,SKYE PL,UPR KEDRON,"492,136.88","6,968,021.75",-27.41115467,152.9204555
1822,D1892,SKYLINE DRIVE PARK,SKYLINE DR,KHOLO,"475,130.77","6,954,678.44",-27.5314125,152.7481463
1823,D0794,SLEAFORD STREET PARK,SLEAFORD ST,CHAPEL HILL,"494,291.98","6,959,505.67",-27.48804866,152.9422168
1824,D0948,SOAMES STREET PARK,SOAMES ST,EVERTON PARK,"498,254.76","6,970,210.43",-27.39141662,152.982348
1825,D1159,SOLAR PARK,ECLIPSE ST,BRIDGEMAN DOWNS,"498,482.93","6,972,520.81",-27.37055861,152.9846586
1826,D0639,SOLFERINO PLACE PARK,BROMWICH ST,THE GAP,"493,795.67","6,964,950.15",-27.43889372,152.9372203
1827,D0639,SOLFERINO PLACE PARK,BROMWICH ST,THE GAP,"494,004.78","6,964,974.76",-27.43867249,152.9393364
1828,D1366,SONGBIRD WAY PARK,SONGBIRD WAY,TAIGUM,"504,590.48","6,975,998.67",-27.33915311,153.046408
1829,D1433,SORRENTO CLOSE PARK,SIROCCO PL,CARINDALE,"511,666.47","6,958,050.14",-27.50115099,153.1181156
1830,D1542,SORRENTO STREET PARK,SORRENTO ST,WYNNUM WEST,"515,401.91","6,963,169.33",-27.45489798,153.1558694
1831,D0342,SOUTH BRISBANE RIVERSIDE LANDS PARK,JANE ST,WEST END,"500,922.50","6,961,151.07",-27.4740031,153.008364
1832,D1934,SOUTHGATE AVENUE PARK,SOUTHGATE AVE,CANNON HILL,"509,031.56","6,961,973.10",-27.46575477,153.0914096
1833,D1554,SPARKES PLACE PARK (ROAD RESERVE),LUTWYCHE RD,WINDSOR,"503,259.93","6,966,045.00",-27.42901962,153.0329833
1834,D1330,SPEILBERG STREET PARK,SPEILBERG ST,MCDOWALL,"498,706.65","6,971,924.19",-27.37594519,152.9869203
1835,D0488,SPENCER PARK,EDMONDSTONE ST,NEWMARKET,"501,051.46","6,964,924.69",-27.43913736,153.0106394
1836,D1937,SPINE STREET PARK,WOLSTON RD,SUMNER,"494,168.47","6,950,548.03",-27.56891687,152.9409232
1837,D0258,SPINKBRAE STREET PARK,SPINKBRAE ST,FIG TREE POCKET,"495,098.02","6,955,152.50",-27.52735191,152.9503588
1838,D1194,SPRINGFIELD CRESCENT PARK,BANNOCKBURN CRES,PARKINSON,"503,142.13","6,943,498.54",-27.63256736,153.03185
1839,D0557,SPRINGFIELD STREET PARK,SPRINGFIELD ST,MACGREGOR,"507,214.33","6,951,083.89",-27.56360281,153.0732058
1840,D0557,SPRINGFIELD STREET PARK,SPRINGFIELD ST,MACGREGOR,"507,268.82","6,950,809.31",-27.56655112,153.0736358
1841,D0557,SPRINGFIELD STREET PARK,SPRINGFIELD ST,MACGREGOR,"507,271.34","6,951,088.95",-27.5635143,153.073725
1842,D0557,SPRINGFIELD STREET PARK,SPRINGFIELD ST,MACGREGOR,"507,411.84","6,950,450.37",-27.56779167,153.0743947
1843,D1343,SPRINGVALE PLACE PARK,CLOVERBROOK PL,CARINA,"510,211.04","6,959,339.26",-27.48952462,153.1033694
1844,D2014,SPRINGWATER PLACE PARK (NO.27),SPRINGWATER PL,ALGESTER,"503,793.16","6,946,993.37",-27.60101507,153.0384381
1845,D0754,ST AMAND STREET PARK,ST AMAND ST,SINNAMON PARK,"494,478.75","6,952,528.68",-27.55103718,152.9440756
1846,D1243,ST ANDREW STREET PARK,ST ANDREW ST,KURABY,"509,305.75","6,945,953.21",-27.61037867,153.0943081
1847,D1953,ST ANDREWS AVENUE PARK,ST ANDREWS AVE,FOREST LAKE,"497,006.76","6,943,773.21",-27.630088,152.9696599
1848,D0674,ST CATHERINES TERRACE PARK,ST CATHERINES TCE,WYNNUM,"517,016.24","6,965,026.28",-27.43811422,153.1721806
1849,D1669,ST HELENS ROAD PARK (NO.100),ST HELENS RD,MITCHELTON,"497,245.60","6,969,350.97",-27.39917427,152.9721391
1850,D0163,ST HELENS ROAD PARK (NOS.16-70),ST HELENS RD,MITCHELTON,"497,227.71","6,969,033.39",-27.40204134,152.9719574
1851,D1717,ST JAMES STREET PARK,QUEENS CT,FOREST LAKE,"495,696.40","6,944,087.26",-27.6272493,152.956379
1852,D1710,ST JOHNS AVENUE PARK (NOS.7-27),ST JOHNS AVE,ASHGROVE,"497,452.48","6,964,408.15",-27.44379875,152.9742213
1853,D0411,ST LUCIA PLAYGROUND PARK,CARMODY RD,ST LUCIA,"499,885.38","6,958,456.52",-27.4975323,152.9988395
1854,D1314,ST MARTIN COURT PARK,ST MARTIN CT,BALD HILLS,"501,222.21","6,979,933.34",-27.3037762,153.0125162
1855,D1456,ST VINCENTS ROAD PARK,ST VINCENTS RD,NUDGEE,"509,033.95","6,973,107.52",-27.36523264,153.0913511
1856,D0673,STABLE SWAMP PARK,IPSWICH RD,ROCKLEA,"501,016.65","6,952,276.34",-27.5533261,153.0102978
1857,D0218,STANLEY DAY PARK,GRAND ST,BALD HILLS,"501,591.39","6,977,974.36",-27.32132302,153.0160857
1858,D0291,STANLEY PARK,ALBURY ST,DEAGON,"506,501.85","6,977,590.90",-27.32477047,153.0657227
1859,D1408,STANLEY RICHARDSON PLACE PARK (ROAD RESERVE),DAY RD,NORTHGATE,"507,305.00","6,970,057.89",-27.39277538,153.0738862
1860,D0364,STANLEY STREET EAST PARK (NO.1090),STANLEY ST EAST,COORPAROO,"505,005.94","6,959,512.16",-27.4879928,153.050676
1861,D0364,STANLEY STREET EAST PARK (NO.1090),STANLEY ST EAST,COORPAROO,"505,016.34","6,959,592.32",-27.48726908,153.0507809
1862,D0364,STANLEY STREET EAST PARK (NO.1090),STANLEY ST EAST,COORPAROO,"505,164.87","6,959,569.28",-27.48747659,153.0522846
1863,D0120,STANLEY STREET EAST PARK (NO.1110),STANLEY ST EAST,COORPAROO,"505,144.66","6,959,916.94",-27.484338,153.0520785
1864,D0120,STANLEY STREET EAST PARK (NO.1110),STANLEY ST EAST,COORPAROO,"505,171.93","6,959,617.27",-27.48693286,153.0520202
1865,D0120,STANLEY STREET EAST PARK (NO.1110),STANLEY ST EAST,COORPAROO,"505,305.78","6,959,595.18",-27.48724224,153.0537109
1866,D0528,STANNARD ROAD PARK,STANNARD RD,MANLY WEST,"516,674.28","6,962,537.67",-27.46058557,153.1687546
1867,D1153,STANTON ROAD PARK,STANTON RD,TINGALPA,"511,639.42","6,960,582.86",-27.47828601,153.1178174
1868,D1386,STANWORTH ROAD PARK,STANWORTH RD,BOONDALL,"506,477.51","6,974,777.54",-27.35017,153.0654916
1869,D1807,STAPYLTON ROAD PARK,STAPYLTON RD,HEATHWOOD,"498,414.69","6,941,797.23",-27.64792908,152.9839284
1870,D1742,STENDELL STREET PARK,CALADIUM ST,WAKERLEY,"514,495.97","6,959,476.21",-27.48807665,153.1466904
1871,D1613,STEVENSON STREET PARK,STEVENSON ST,CALAMVALE,"504,562.41","6,945,350.83",-27.61584121,153.0462396
1872,D0760,STEWART FRANKLIN PARK,JERROLD ST,SHERWOOD,"498,287.06","6,954,151.07",-27.53640051,152.982652
1873,D0187,STEWART PLACE PARK,STEWART RD,ASHGROVE,"499,188.91","6,964,225.46",-27.44545016,152.9917924
1874,D0384,STIMPSON PARK,IPSWICH RD,MOOROOKA,"502,199.63","6,955,267.23",-27.52632328,153.0222749
1875,D1471,STONES ROAD PARK,BEENLEIGH RD,SUNNYBANK,"505,003.00","6,949,082.09",-27.58215454,153.0506894
1876,D1426,STONES ROAD RESERVOIR PARK,STONES RD,SUNNYBANK HILLS,"505,026.83","6,948,534.53",-27.58709766,153.0509331
1877,D0774,STONYCROFT STREET PARK,STONYCROFT ST,ASPLEY,"500,893.59","6,972,560.19",-27.3702036,153.0090364
1878,D2992,STRADBROKE STREET PARK,STRADBROKE ST,HEATHWOOD,"497,192.68","6,943,083.10",-27.63631859,152.9715428
1879,D0270,STRATFORD STREET (OFF) PARK,STRATFORD ST,MOGGILL,"489,460.37","6,949,268.58",-27.58043913,152.8932163
1880,D1057,STRATHBURN STREET PARK,CLIVEDEN AVE,OXLEY,"497,233.32","6,952,724.97",-27.54927348,152.9719769
1881,D1245,STRAWBERRY FARM PARK,GYMPIE RD,CARSELDINE,"501,363.99","6,974,953.98",-27.3485918,153.0137906
1882,D1768,STREISAND DRIVE PARK,STREISAND DR,MCDOWALL,"498,213.20","6,972,215.54",-27.37331423,152.9819306
1883,D1120,STRETTON COMMUNITY PARK,CLEVELAND PL,STRETTON,"506,808.95","6,945,183.43",-27.61734301,153.069009
1884,D0670,STRETTON RECREATION RESERVE,ILLAWEENA ST,DREWVALE,"506,781.54","6,942,597.65",-27.64068694,153.0687457
1885,D0304,STRICKLAND TERRACE PARK,GRACEVILLE AVE,GRACEVILLE,"498,985.20","6,955,214.98",-27.5267964,152.9897234
1886,D0304,STRICKLAND TERRACE PARK,GRACEVILLE AVE,GRACEVILLE,"499,023.26","6,954,907.11",-27.52957579,152.9901086
1887,D0949,STRINGYBARK DRIVE PARK,HORN RD,ASPLEY,"500,525.39","6,972,358.04",-27.37202884,153.005313
1888,D2182,STROWE PLACE PARK,STROWE PL,BRACKEN RIDGE,"504,385.44","6,977,142.55",-27.32882661,153.0443309
1889,D2155,STUART STREET PARK,STUART ST,BULIMBA,"505,668.31","6,963,220.68",-27.45450981,153.0573639
1890,D0278,STUBBS STREET PARK,STUBBS ST,BRIGHTON,"506,111.48","6,979,991.31",-27.3031009,153.0617647
1891,D0235,STUDLEY PARK,ESDALE ST,WAVELL HEIGHTS,"504,327.87","6,970,367.76",-27.38999048,153.0437731
1892,D1893,STUMERS ROAD RESERVE,MT CROSBY RD,MT CROSBY,"480,653.26","6,954,131.03",-27.53644453,152.8040641
1893,D1066,SUCCESS STREET PARK,BEATTY RD,ACACIA RIDGE,"501,029.87","6,948,766.97",-27.58500818,153.0104347
1894,D0742,SUMMERGLEN PARK,MAPLELEAF ST,EIGHT MILE PLNS,"508,835.69","6,948,229.72",-27.58982995,153.0895276
1895,D1865,SUMMIT STREET PARK,SUMMIT ST,BELMONT,"512,841.96","6,959,304.39",-27.48981706,153.1300033
1896,D2040,SUMNERS RD (NO 529),SUMNERS RD,RIVERHILLS,"489,928.57","6,951,386.32",-27.56132404,152.8979777
1897,D1235,SUNFLOWER CRESCENT PARK,HONEYSUCKLE WAY,CALAMVALE,"505,273.76","6,943,623.01",-27.63164489,153.0532297
1898,D1773,SUNNY COURT PARK,JACKSON RD,SUNNYBANK HILLS,"504,393.60","6,947,795.89",-27.59376823,153.0445197
1899,D1622,SUNNYDENE ROAD PARK,SUNNYDENE RD,CAPALABA WEST,"518,921.60","6,956,208.44",-27.51769591,153.1915977
1900,D2083,SUNSET PLACE PARK,SUNSET PL,MCDOWALL,"498,387.12","6,971,310.98",-27.38148096,152.9836883
1901,D1416,SUNSET ROAD PARK,SUNSET RD,KENMORE,"494,003.54","6,955,378.01",-27.52531166,152.9392763
